DescriptorClass,DescriptorUI,NLMClassificationNumber,DescriptorName,DateCreated,Annotation,AllowableQualifiersList,PharmacologicalActionList,OnlineNote,HistoryNote,PublicMeSHNote
{'DescriptorClass': '1'},D012178,WW 270,,,"do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; caused by oxygen ther of premature inf but for this etiol, do not use /chem ind: use /etiol if this etiol is discussed at all (& then probably NIM): TN 167",,,use RETINOPATHY OF PREMATURITY to search RETROLENTAL FIBROPLASIA 1966-86,87; was RETROLENTAL FIBROPLASIA 1963-86,87; was RETROLENTAL FIBROPLASIA 1963-86
{'DescriptorClass': '1'},D012179,,,,,,,,,
{'DescriptorClass': '1'},D012180,,,,for publication retraction as a subject; do not confuse with the Publication Type RETRACTION OF PUBLICATION; do not confuse with the Publication Type RETRACTED PUBLICATION which identifies an article or book cited in an NLM database as having been retracted; do not use for authors' or editors' errata,,,,2008(1984),2008; see RETRACTION OF PUBLICATION 1984-2007
{'DescriptorClass': '1'},D012181,,,,general or unspecified; prefer specifics,,,,98; use explode 1980-97,98
{'DescriptorClass': '1'},D012183,,,,,,,use NERVE DEGENERATION to search NISSL DEGENERATION 1975-97 & RETROGRADE DEGENERATION 1967-74,"91(75); was see under NERVE DEGENERATION 1975-90; NISSL DEGENERATION was see NERVE DEGENERATION 1997, was heading 1975-96 (see under NERVE DEGENERATION 1975-90)","91; was see under NERVE DEGENERATION 1975-90; NISSL DEGENERATION was see NERVE DEGENERATION 1997, was heading 1975-96 (see under NERVE DEGENERATION 1975-90)"
{'DescriptorClass': '1'},D012184,,,,,,,,65,65
{'DescriptorClass': '1'},D012185,WI 575,,,,,,,66(64),66; for ORMOND DISEASE see ORMOND'S DISEASE 1966-97
{'DescriptorClass': '1'},D012186,WI 575,,,coordinate IM with histological type of neoplasm (IM),,,,,
{'DescriptorClass': '1'},D012187,WI 575,,,"usually NIM as locational; diagnostic retropneumoperitoneum or pneumoretroperitoneum: index RETROPERITONEAL SPACE /diag image + PNEUMORADIOGRAPHY (do not confuse with  the pathological condition, RETROPNEUMOPERITONEUM)",,,,,
{'DescriptorClass': '1'},D012188,WI 575,,,note category; diagnostic retropneumoperitoneum: index RETROPERITONEAL SPACE /diag image + PNEUMORADIOGRAPHY,,,,was in Cat E only 1963-85,
{'DescriptorClass': '1'},D012189,,,,IM general only; coordinate NIM with specific disease (IM); specify geographic location if pertinent,,,,67(65),67
{'DescriptorClass': '1'},D012190,QW 168.5.R18,,,"infection = RETROVIRIDAE INFECTIONS; if discussed as tumor viruses, add TUMOR VIRUS INFECTIONS (IM); antiretroviral agents is likely to be ANTI-HIV AGENTS, otherwise index under ANTIVIRAL AGENTS",,,"use RETROVIRIDAE to search RETROVIRUSES, MLV-RELATED; MURINE LEUKEMIA VIRUS-RELATED RETROVIRUSES; & RETROVIRUSES, MURINE LEUKEMIA VIRUS-RELATED 1994-96; ONCOVIRINAE, TYPE C ONCORNAVIRUSES, TYPE C ONCOVIRUSES, & ONCOVIRUSES, TYPE C 1991-93; ONCOVIRUSES 1981-93; LEUKOVIRUSES, ONCORNAVIRUSES, & RNA TUMOR VIRUSES 1978-93; C-TYPE VIRUSES 1972-93 (as Prov 1972-73); use ONCOGENIC VIRUSES to search LEUKOVIRUSES & ONCORNAVIRUSES 1975-77","81; was LEUKOVIRUSES 1978-80; was LEUKEMOGENIC VIRUSES 1966-77; RETROVIRUSES, MLV-RELATED was heading 1994-96; ONCOVIRINAE was heading 1992-93, was see RETROVIRIDAE 1991; MURINE LEUKEMIA VIRUS-RELATED RETROVIRUSES & RETROVIRUSES, MURINE LEUKEMIA VIRUS-RELATED were see RETROVIRUSES, MLV-RELATED 1994-96; ONCOVIRUSES was see ONCOVIRINAE 1992-93, was see RETROVIRIDAE 1981-91; RNA TUMOR VIRUSES was see ONCOVIRINAE 1992-3, was see RETROVIRIDAE 1978-91; ONCORNAVIRUSES was see ONCOVIRINAE 1992-93, was see RETROVIRIDAE 1981-91, was see LEUKOVIRUSES 1978-80, & was see ONCOGENIC VIRUSES 1975-77; ONCOVIRUSES, TYPE C was heading 1991-93, was C-TYPE VIRUSES 1974-90 (Prov 1972-73); C-TYPE VIRUSES was see ONCOVIRUSES, TYPE C 1991-93; LEUKOVIRUSES was see ONCOVIRUSES, TYPE C 1991-93, was see ONCOGENIC VIRUSES 1975-77, was heading 1978-90, was see RETROVIRIDAE 1981-90; TYPE C ONCOVIRUSES & TYPE C ONCORNAVIRUSES were see ONCOVIRUSES, TYPE C 1991-93","81; was LEUKOVIRUSES 1978-80; was LEUKEMOGENIC VIRUSES 1966-77; RETROVIRUSES, MLV-RELATED was heading 1994-96; ONCOVIRINAE was heading 1992-93, was see RETROVIRIDAE 1991; MURINE LEUKEMIA VIRUS-RELATED RETROVIRUSES & RETROVIRUSES, MURINE LEUKEMIA VIRUS-RELATED were see RETROVIRUSES, MLV-RELATED 1994-96; ONCOVIRUSES was see ONCOVIRINAE 1992-93, was see RETROVIRIDAE 1981-91; RNA TUMOR VIRUSES was see ONCOVIRINAE 1992-93, was see RETROVIRIDAE 1978-91; ONCORNAVIRUSES was see ONCOVIRINAE 1992-93, was see RETROVIRIDAE 1981-91, was see LEUKOVIRUSES 1978-80, & was see ONCOGENIC VIRUSES 1975-77; ONCOVIRUSES, TYPE C was heading 1991-93, was C-TYPE VIRUSES 1974-90; C-TYPE VIRUSES was see ONCOVIRUSES, TYPE C 1991-93; LEUKOVIRUSES was see ONCOVIRUSES, TYPE C 1991-93, was see ONCOGENIC VIRUSES 1975-77, was heading 1978-90, was see RETROVIRIDAE 1981-90; TYPE C ONCOVIRUSES & TYPE C ONCORNAVIRUSES were see ONCOVIRUSES, TYPE C 1991-93"
{'DescriptorClass': '1'},D012191,,,,IM; coord with specific virus (IM); /drug eff /ultrastruct permitted,,,,86,86
{'DescriptorClass': '1'},D012192,WC 502,,,GEN or unspecified; prefer specifics,,,use RETROVIRIDAE INFECTIONS to search RETROVIRUS INFECTIONS 1981-93,94; was RETROVIRUS INFECTIONS 1981-93,94; was RETROVIRUS INFECTIONS 1981-93
{'DescriptorClass': '1'},D012193,,,,human & animal,,,,66(64),66
{'DescriptorClass': '1'},D012194,,,,,,,,96; was REVERSE TRANSCRIPTASE 1972-95 (Prov 1972),96; was REVERSE TRANSCRIPTASE 1973-95
{'DescriptorClass': '1'},D012196,,,,for review books or review articles as a form of literature; do not confuse with the Publication Type REVIEW,,,,2008(1988),2008; see REVIEW LITERATURE 1988-2007
{'DescriptorClass': '1'},D012201,,,,human & animal,,,,65(64); was see under MOTIVATION & REINFORCEMENT LEARNING 1963-64,65; was see under MOTIVATION & REINFORCEMENT LEARNING 1963-64
{'DescriptorClass': '1'},D012202,WL 348,,,,,,,1998(1977),1998; see REYE'S SYNDROME 1977-97
{'DescriptorClass': '1'},D012203,WH 425,,,,,,,1985; for RH SENSITIZATION use RH-HR BLOOD GROUP SYSTEM (1980-2009),1985; for RH SENSITIZATION see RH-HR BLOOD GROUP SYSTEM (1980-2009)
{'DescriptorClass': '1'},D012204,WH 425,,,"coordinate IM with disease /blood (IM), not /immunol nor /genet",,,use RH-HR BLOOD-GROUP SYSTEM to search RH FACTORS 1966-75,76; was RH FACTORS 1963-75,76; was RH FACTORS 1963-75
{'DescriptorClass': '1'},D012205,,,,"a superfamily of nematodes; infection: coord IM with RHABDITIDA INFECTIONS (IM); for antigens, coord with ANTIGENS, HELMINTH, for antibodies, coord with ANTIBODIES, HELMINTH",,,,86,86
{'DescriptorClass': '1'},D012206,WE 550,,,"""necrosis or disintegration of skeletal muscle often followed by myoglobinuria"": do not index under MYOGLOBINURIA unless this is particularly discussed & then probably NIM",,,,84,84; MYOGLOBINURIA was heading 1965-83
{'DescriptorClass': '1'},D012207,,,,coordinate with precoordinated organ/neoplasm term,,,,,
{'DescriptorClass': '1'},D012208,,,,coordinate with precoordinated organ/neoplasm term,,,,,
{'DescriptorClass': '1'},D012209,QW 168.5.R2,,,infection = RHABDOVIRIDAE INFECTIONS,,,use RHABDOVIRIDAE to search RHABDOVIRUSES 1978-80,81; was RHABDOVIRUSES 1978-80,81; was RHABDOVIRUSES 1978-80
{'DescriptorClass': '1'},D012210,,,,,,,,66(63),66
{'DescriptorClass': '1'},D012211,,,,,,,,,
{'DescriptorClass': '1'},D012212,,,,"for non-plethysmographic rheography: for plethysmographic rheology, index under PLETHYSMOGRAPHY or its specifics",,,,1966(1964),1966
{'DescriptorClass': '1'},D012213,WC 220,,,"Strep infect; rheum fever with heart dis, unspecified or specific = RHEUMATIC HEART DISEASE (IM) + the specific heart dis (IM or NIM), but not HEART DISEASES",,,,,
{'DescriptorClass': '1'},D012214,WG 240,,,coordinate with specific disease of the heart,,,,1963; for BOUILLAUD'S DISEASE use RHEUMATIC FEVER 1964-1991,1963; for BOUILLAUD'S DISEASE see RHEUMATIC FEVER 1964-1991
{'DescriptorClass': '1'},D012215,,,,in rheum fever; do not confuse with RHEUMATOID NODULE in rheum arthritis,,,use RHEUMATIC NODULE to search ASCHOFF BODIES 1967-78,67; ASCHOFF BODIES was see under RHEUMATIC NODULE 1967-78,67
{'DescriptorClass': '1'},D012216,,,,,,,90; use RHEUMATIC DISEASES to search RHEUMATISM 1966-89,90; was RHEUMATISM 1966-89,90; was RHEUMATISM 1966-89
{'DescriptorClass': '1'},D012217,QW 575.5.A8,,,,,,,,
{'DescriptorClass': '1'},D012218,,,,in rheum arthritis; do not confuse with RHEUMATIC NODULE in rheum fever,,,,67(63),67
{'DescriptorClass': '1'},D012219,,,,,,,,80,80
{'DescriptorClass': '1'},D012220,WV 335,,,general or unspecified; prefer specifics; do not confuse NASAL CATARRH with CATARRH; rhinosinusitis: index RHINITIS + SINUSITIS,,,,,
{'DescriptorClass': '1'},D012221,WV 335,,,"note X ref: do not confuse with RHINITIS, ALLERGIC, SEASONAL",,,"search RHINITIS, ALLERGIC under HAY FEVER 1966-79","80; RHINITIS, ALLERGIC was see HAY FEVER 1963-79","80; RHINITIS, ALLERGIC was see HAY FEVER 1963-79"
{'DescriptorClass': '1'},D012222,WV 335,,,,,,,,
{'DescriptorClass': '1'},D012223,WV 335,,,,,,use HAY FEVER to search VASOMOTOR RHINITIS 1973-79,80; VASOMOTOR RHINITIS was see HAY FEVER 1973-79,80; VASOMOTOR RHINITIS was see HAY FEVER 1973-79
{'DescriptorClass': '1'},D012224,,,,,,,search ROSACEA 1966-74,91(75); was see under ROSACEA 1975-90,91; was see under ROSACEA 1975-90
{'DescriptorClass': '1'},D012225,WV 312,,,,,,,,
{'DescriptorClass': '1'},D012226,WV 300,,,,,,,,
{'DescriptorClass': '1'},D012227,WC 450,,,,,,,,
{'DescriptorClass': '1'},D012228,,,,infection = RHINOSPORIDIOSIS; use /parasitol not /microbiol on other terms to indicate the presence of Rhinosporidium,,,,,
{'DescriptorClass': '1'},D012229,,,,infection: coord IM with PICORNAVIRIDAE INFECTIONS (IM) but consider also COMMON COLD,,,use RHINOVIRUS to search RHINOVIRUSES 1975-93 & COMMON COLD VIRUS 1966-78,"94, 64-74; was RHINOVIRUSES 1975-93; COMMON COLD VIRUS was see under RHINOVIRUSES 1975-78, was see under RHINOVIRUS 1964-74, was heading 1963","94, 64-74; was RHINOVIRUSES 1975-93; COMMON COLD VIRUS was see under RHINOVIRUSES 1975-78, was see under RHINOVIRUS 1964-74, was heading 1963"
{'DescriptorClass': '1'},D012230,,,,"in soil, water & plants",,,,75,75
{'DescriptorClass': '1'},D012231,QW 131,,,,,,,1963,1963
{'DescriptorClass': '1'},D012232,,,,,,,,91(75),"91; see HYPHOMYCETES 1986-90, see DEUTEROMYCETES 1975-85"
{'DescriptorClass': '1'},D012233,,,,infection: coord IM with MUCORMYCOSIS (IM),,,,,
{'DescriptorClass': '1'},D012234,,,,in genetic transcription; do not confuse with blood RH FACTORS,,,,91(77); was see under TRANSCRIPTION FACTORS 1977-90,91; was see under TRANSCRIPTION FACTORS 1977-90
{'DescriptorClass': '1'},D012235,,,,RHODAMINE 123 is available,,,use RHODAMINES to search TETRAETHYLRHODAMINE 1975-93,91(75); was see under XANTHENES 1975-90; TETRAETHYLRHODAMINE was see RHODAMINES 1975-93,91; was see under XANTHENES 1975-90; TETRAETHYLRHODAMINE was see RHODAMINES 1975-93
{'DescriptorClass': '1'},D012236,,,,do not confuse with RHODAMINES or rhodanide,,,search THIAZOLES 1966-74,91(75); was see under THIAZOLES 1975-90,91; was see under THIAZOLES 1975-90
{'DescriptorClass': '4'},D012237,,,,,,,,,
{'DescriptorClass': '1'},D012238,,,,,,,,,
{'DescriptorClass': '1'},D012239,,,,vectors of Trypanosoma cruzi; do not use /drug eff for insecticides: TN 111;,,,use TRIATOMINAE to search RHODNIUS 1973-74,91(75); was see under TRIATOMIDAE 1979-90; was see under TRIATOMINAE 1973-78,91; was see under TRIATOMIDAE 1979-90; was see under TRIATOMINAE 1973-78
{'DescriptorClass': '1'},D012240,,,,infection: coord IM with ACTINOMYCETALES INFECTIONS (IM),,,,87,87
{'DescriptorClass': '1'},D012241,,,,in mud & stagnant water,,,,,
{'DescriptorClass': '1'},D012242,,,,in mud & stagnant water,,,use RHODOBACTER SPHAEROIDES to search RHODOPSEUDOMONAS SPHEROIDES 1972-89,90(72); was RHODOPSEUDOMONAS SPHEROIDES 1972-89 (see under RHODOPSEUDOMONAS 1972-73),90; was RHODOPSEUDOMONAS SPHEROIDES 1972-89 (see under RHODOPSEUDOMONAS 1972-73)
{'DescriptorClass': '1'},D012243,WW 270,,,do not confuse with ROD OPSINS or microbial rhodopsins (BACTERIORHODOPSINS),,,search RETINAL PIGMENTS 1966-74,91(75); was see under RETINAL PIGMENTS 1975-90,91; was see under RETINAL PIGMENTS 1975-90
{'DescriptorClass': '1'},D012244,,,,,,,use RHODOSPIRILLACEAE to search ATHIORHODACEAE 1975,76; was ATHIORHODACEAE 1975,76; was ATHIORHODACEAE 1975
{'DescriptorClass': '1'},D012245,,,,in water,,,,76,76
{'DescriptorClass': '1'},D012246,,,,in mud & stagnant water,,,,,
{'DescriptorClass': '1'},D012247,,,,in mud & stagnant water,,,,74(72),74
{'DescriptorClass': '1'},D012248,,,,,,,,91(75),"91; see HYPHOMYCETES 1986-90, see MONILIALES 1975-85"
{'DescriptorClass': '1'},D012249,WL 310,,,,,,,87,87
{'DescriptorClass': '1'},D012250,,,,note entry term RHEUM RHAPONTICUM: RHAPONTICUM see LEUZEA is also available,,,,2004(1963),"2004; see RHUBARB 1991-2003, see PLANTS, MEDICINAL 1978-1990, see RHUBARB 1963-1977"
{'DescriptorClass': '1'},D012251,QV 762,,,"DERMATITIS, TOXICODENDRON is available",,,use TOXICODENDRON to search RHUS 1966-92,93; was RHUS 1963-92; TOXICODENDRON was see RHUS 1986-92,93; was RHUS 1963-92; TOXICODENDRON was see RHUS 1966-92
{'DescriptorClass': '1'},D012252,WP 630,,,,,,,2004 (1975); for NATURAL FAMILY PLANNING use FAMILY PLANNING 1988-2003,2004; see RHYTHM METHOD 1975-2003; for NATURAL FAMILY PLANNING see FAMILY PLANNING 1988-2003
{'DescriptorClass': '1'},D012253,,,,,,,,,
{'DescriptorClass': '1'},D012254,,,,,,,use RIBAVIRIN to search VIRAZOLE 1975-91,91(78); was see under RIBONUCLEOSIDES 1978-90; was VIRAZOLE see under RIBONUCLEOSIDES 1975-77; VIRAZOLE was see RIBAVIRIN 1978-91,91; was see under RIBONUCLEOSIDES 1978-90; was VIRAZOLE see under RIBONUCLEOSIDES 1975-77; VIRAZOLE was see RIBAVIRIN 1978-91
{'DescriptorClass': '1'},D012255,,,,,,,,91(78); was see under SUGAR ALCOHOLS 1978-90,91; was see under SUGAR ALCOHOLS 1978-90
{'DescriptorClass': '1'},D012256,QU 191,,,,,,,,
{'DescriptorClass': '1'},D012257,WD 124,,,a vitamin B defic,,,,,
{'DescriptorClass': '1'},D012258,,,,,,,,91(75); was see under TRANSFERASES 1975-90,91; was see under TRANSFERASES 1975-90
{'DescriptorClass': '1'},D012259,,,,,,,,84,84
{'DescriptorClass': '1'},D012260,QU 136,,,,,,use RIBONUCLEASES to search RIBONUCLEASE 1986-82,83; was RIBONUCLEASE 1963-82,83; was RIBONUCLEASE 1963-82
{'DescriptorClass': '1'},D012261,QU 56,,,,,,,84(76); was see under NUCLEOPROTEINS 1976-83,84; was see under NUCLEOPROTEINS 1976-83
{'DescriptorClass': '1'},D012262,,,,,,,search RIBONUCLEOTIDE REDUCTASES 1974,91(75); was see under RIBONUCLEOTIDE REDUCTASES 1975-90,91; was see under RIBONUCLEOTIDE REDUCTASES 1975-90
{'DescriptorClass': '1'},D012263,,,,deoxy or desoxy = DEOXYRIBONUCLEOSIDES,,,,73(71),73
{'DescriptorClass': '1'},D012264,,,,,,,,74,74
{'DescriptorClass': '1'},D012265,,,,deoxy or desoxy = DEOXYRIBONUCLEOTIDES,,,,73(71),73
{'DescriptorClass': '1'},D012266,,,,,,,,,
{'DescriptorClass': '1'},D012267,,,,,,,,91(75); was see under PENTOSEPHOSPHATES 1975-90,91; was see under PENTOSEPHOSPHATES 1975-90
{'DescriptorClass': '1'},D012268,,,,,,,use RIBOSE-PHOSPHATE PYROPHOSPHOKINASE to search RIBOSEPHOSPHATE PYROPHOSPHOKINASE 1975-93,"94; was RIBOSEPHOSPHATE PYROPHOSPHOKINASE 1975-93 (see under PHOSPHOTRANSFERASES, ATP 1975-90)","94; was RIBOSEPHOSPHATE PYROPHOSPHOKINASE 1975-93 (see under PHOSPHOTRANSFERASES, ATP 1975-90)"
{'DescriptorClass': '1'},D012269,,,,/biosyn /drug eff /physiol permitted,,,,75,75
{'DescriptorClass': '1'},D012270,QU 350,,,,,,,65(64),65
{'DescriptorClass': '1'},D012271,,,,,,,,"91(75); was see under ANTIBIOTICS, AMINOGLYCOSIDE 1975-90","91; was see under ANTIBIOTICS, AMINOGLYCOSIDE 1975-90"
{'DescriptorClass': '1'},D012272,WE 715,,,/inj permitted: do not coordinate with THORACIC INJURIES but note RIB FRACTURES is available,,,,,
{'DescriptorClass': '1'},D012273,,,,,,,,1998(1975),"1998; see RIBULOSEBIPHOSPHATE CARBOXYLASE 1984-1997, see CARBOXY-LYASES 1975-1983; RIBULOSE-1,5-BISPHOSPHOSPHATE CARBOXYLASE SMALL SUBUNIT was indexed under RIBULOSE-BISPHOSPHATE CARBOXYLASE 1994-2011"
{'DescriptorClass': '1'},D012274,,,,,,,,91(75); was see under PENTOSEPHOSPHATES 1975-90,91; was see under PENTOSEPHOSPHATES 1975-90
{'DescriptorClass': '1'},D012275,,,,"""yusho poisoning"": index under ORYZA /pois (IM) + PLANT OILS /pois (IM) + POLYCHLOROBIPHENYL COMPOUNDS /pois (IM) + FOOD CONTAMINATION (IM)",,,,,
{'DescriptorClass': '1'},D012276,QW 630.5.R5,,,/antag: consider also ANTITOXINS,,,,78(64); was see under PLANT PROTEINS 1975-77,78; was see under PLANT PROTEINS 1975-77
{'DescriptorClass': '1'},D012277,,,,,,,"use FATTY ACIDS to search RICINOLEIC ACID 1966-74; use RICINOLEIC ACIDS to search SODIUM RICINOLEATE 1975-80, use SCLEROSING SOLUTIONS 1966-74","91(75); was see under OLEIC ACIDS 1988-90, was see under FATTY ACIDS, UNSATURATED 1975-87; was RICINOLEIC ACID see under FATTY ACIDS 1963-74; SODIUM RICINOLEATE was see under FATTY ACIDS, UNSATURATED 1975-80, was see under SCLEROSING SOLUTIONS 1963-74","91; was see under OLEIC ACIDS 1988-90, was see under FATTY ACIDS, UNSATURATED 1975-87; was RICINOLEIC ACID see under FATTY ACIDS 1963-74; SODIUM RICINOLEATE was see under FATTY ACIDS, UNSATURATED 1975-80, was see under SCLEROSING SOLUTIONS 1963-74"
{'DescriptorClass': '1'},D012278,,,,,,,,2002; for CASTOR OIL PLANT use EUPHORBIACEAE 1998-2001,2002; for CASTOR OIL PLANT see EUPHORBIACEAE 1998-2001
{'DescriptorClass': '1'},D012279,WD 145,,,,,,,,
{'DescriptorClass': '1'},D012281,QW 150,,,classified with bacteria; infection = RICKETTSIA INFECTIONS or their specifics: see notes on species terms for various infections; Rickettsia quintana infection = TRENCH FEVER; RICKETTSIA TSUTSUGAMUSHI see ORIENTIA TSUTSUGAMUSHI is available,,,,,
{'DescriptorClass': '1'},D012282,,,,"general or unspecified; prefer specific infection as shown at the various RICKETTSIA species; do not confuse with RICKETTSIACEAE INFECTIONS (""infections with rickettsias of the Family RICKETTSIACEAE""); Rickettsia conorii infection = BOUTONNEUSE FEVER; Rickettsia quintana infection = TRENCH FEVER",,,,87,87
{'DescriptorClass': '1'},D012283,,,,"infection = TYPHUS, EPIDEMIC LOUSE-BORNE",,,,,
{'DescriptorClass': '1'},D012284,,,,infection = ROCKY MOUNTAIN SPOTTED FEVER,,,,,
{'DescriptorClass': '1'},D012285,,,,infection = SCRUB TYPHUS,,,,99(66),99; see RICKETTSIA TSUTSUGAMUSHI 1966-98
{'DescriptorClass': '1'},D012286,,,,"infection = TYPHUS, ENDEMIC FLEA-BORNE",,,,,
{'DescriptorClass': '1'},D012287,QW 150,,,"a family: do not confuse with RICKETTSIEAE, a tribe; infection = RICKETTSIACEAE INFECTIONS",,,,1975,1975
{'DescriptorClass': '1'},D012288,,,,do not confuse with RICKETTSIA INFECTIONS (infection by genus RICKETTSIA),,,use RICKETTSIACEAE INFECTIONS/veterinary to search NEORICKETTSIOSIS HELMINTHOECA 1971-81; use RICKETTSIACEAE INFECTIONS to search RICKETTSIALPOX 1966-81,77; NEORICKETTSIOSIS HELMINTHOECA was heading 1971-81; RICKETTSIALPOX was heading 1963-81,77; NEORICKETTSIOSIS HELMINTHOECA was heading 1971-81; RICKETTSIALPOX was heading 1963-81
{'DescriptorClass': '1'},D012290,WC 600,,,coord IM with specific Rickettsia /immunol (IM),,,,91(73); was see under VACCINES 1973-90,91; was see under VACCINES 1973-90
{'DescriptorClass': '1'},D012293,QV 268,,,,,,,73,73
{'DescriptorClass': '1'},D012294,QV 350,,,,,,use RIFAMYCINS to search RIFOMYCIN 1966-72,73; was RIFOMYCIN 1963-72,73; was RIFOMYCIN 1963-72
{'DescriptorClass': '1'},D012295,WC 524,,,,,,,,
{'DescriptorClass': '1'},D012296,,,,infection = RIFT VALLEY FEVER,,,use ARBOVIRUSES to search RIFT VALLEY FEVER VIRUS 1966-74,91(75); was see under BUNYAVIRIDAE 1981-90; was see under ARBOVIRUSES 1975-80; was see under ARBOVIRUS 1965-74; was see under ARBORVIRUSES 1963-64,91; was see under BUNYAVIRIDAE 1981-90; was see under ARBOVIRUSES 1975-80; was see under ARBOVIRUS 1965-74; was see under ARBORVIRUSES 1963-64
{'DescriptorClass': '1'},D012297,W 85.5,,,"differentiate from ALLOWING TO DIE see EUTHANASIA, PASSIVE",,,,87,87
{'DescriptorClass': '1'},D012298,,,,,,,search DEATH 1966-69,70; was see under DEATH 1963-69,70; was see under DEATH 1963-69
{'DescriptorClass': '1'},D012299,,,,,,,,91(80); was see under ADAMANTANE 1980-90,91; was see under ADAMANTANE 1980-90
